student_preference,lecturer_topics,match
I am fascino collaborate on research in Sustainable technology.,"['Radiation Physics: Detection and removal of toxic metals in food and environmental samples', 'Structural engineering', 'Catalysis']",0
I am passionate about Internet-of-things applications and want to explore more in this field.,"['Text Analytics', 'Agro-industrial system optimisation', 'Internet-of-things applications']",1
I want to bated by Structural Health Monitoring and its potential to solve real-world problems.,"['Medical Physics', 'Engineering design', 'Wireless propagation and channel modelling']",0
I am passionate about Technology intervention for the Learning Disabilities and Neurodivergent and want to explore more in this field.,"['Activated carbon', 'Safety critical system', 'Hardware Oriented Computing']",0
I want to gain hands-on experience in Sensor Technology.,"['Design of Computer & Communication Systems.', 'Fundamental Electronics and Electrical', 'Engineering Design with Constraints.']",0
I am passionate about Networks and want to explore more in this field.,"['Nanofluids', 'Statistical methods in data science', 'AI applications for industrial optimization']",0
I am interested in learning about Computer-Aided Design and Simulation and its applications.,"['Software Project Management', 'Introduction to AI and ML', 'Agro-industrial system optimisation']",0
I am excited to explore the latest advancements in Sustainable Engineering Design & Design and Innovation.,"['Community Service for Planetary Health', 'Digital Marketing', 'Sustainable Engineering Design & Design and Innovation']",1
I want to gain hands-on experience in Fixed Wing Drone Design.,"['Wireless sensor networks', 'Digital holography and encryption', 'Infrastructure and natural resources management']",0
I want to gain hands-on experience in Predictive Analytics.,"['Process integration and optimisation', 'Thermal Energy Storage', 'Predictive Analytics']",1
I am eager tuild a career in Fixed Wing Drone Design.,"['Information Technology Operation Management', 'Biomass Valorization', 'Business Intelligence']",0
I am interested in learning about Sentiment Analysis and its applications.,"['IR.0, Connected Factories, Digital Twins, Cloud Robotics', 'Energy Optimization', 'Radiation effects on cells and tissues']",0
I am passionate about Programming paradigms: functional and object-oriented and want to explore more in this field.,"['Recommender Systems', 'Network Analysis', 'Programming paradigms: functional and object-oriented']",1
I want to contribute to innovative solutions in Knowledge Management.,"['Ontology Engineering', 'Process Control', 'Knowledge Management']",1
I am interested in learning about Microgrid/Smart Grid; Internet of Energy and its applications.,"['Analog Electronics Devices', 'Edge Intelligence', 'Techno-economic analysis & Circular Economy']",0
I am passionate about Programming for Data Science and want to explore more in this field.,"['Reinforcement Learning', 'Separation Processes', 'Programming for Data Science']",1
I want to bated by Hydrological Cycle Analysis and its potential to solve real-world problems.,"['Electronic Design and Testing', 'Movement Detection', 'Phase Change Materials']",0
I am eager tuild a career in Affordable housing.,"['Sports Analytics', 'Thin Film Nanomaterials', 'Virtual Reality']",0
I want to work on projects related to Information Security tools.,"['Fluid Drive System', 'Radiation Shielding: Development of Pb free material for shielding of ionizing radiation', 'Information Security tools']",1
I am looking to enhance my skills in Sustainable smart city.,"['Computer-aided molecular design', 'Signal & Systems', 'Network and Information Security']",0
I want to contribute to innovative solutions in 3D Printing.,"['Energy Engineering', 'Hardware Oriented Computing', '3D Printing']",1
I am excited to explore the latest advancements in Vibrations.,"['Python Programming', 'Biomass Valorization', 'Vibrations']",1
I am fascino collaborate on research in Business Computing.,"['Engineering design', 'Mixed Reality', 'Business Computing']",1
I am looking to enhance my skills in Mechanics.,"['Java Programming', 'Techno-economic analysis & Circular Economy', 'Antenna Designs and Implantable Antennas']",0
I want to bated by Fluid Drive System and its potential to solve real-world problems.,"['Microgrid/Smart Grid; Internet of Energy', 'Modern Physics', 'Energy efficiency']",0
I want to contribute to innovative solutions in Cellular Networks.,"['Agro-industrial system optimisation', 'Microalgae', 'Renewable Energy System Management']",0
I am looking to enhance my skills in Blended and Collaborative Learning.,"['Luminescence dosimetry', 'Technology for Neurodivergent', 'Programming']",0
I want to gain hands-on experience in Blended and Collaborative Learning.,"['Medical imaging', 'Hydrology & Hydraulic Engineering', 'Agro-industrial system optimisation']",0
I am fascino collaborate on research in Business Intelligence.,"['Information System Development', 'Resource Recovery from Waste / Wastewater – Bioplastics and Bio-flocculants', 'Introduction to Statistic']",0
I want to work on projects related to Technopreneurship/ Entrepreneurship.,"['Inflow Forecasting Models', 'Augmented Reality', 'Energy Optimization']",0
"I am looking to enhance my skills in Thermochemical conversion [Wet torrefaction, hydrothermal pretreatment, pyrolysis].","['Medical Physics', 'Separation Processes', 'Thermochemical conversion [Wet torrefaction, hydrothermal pretreatment, pyrolysis]']",1
I am passionate about Operations Research and want to explore more in this field.,"['Mobile and Web Development', 'UI/UX Design Development', 'Food Security']",0
I am eager tuild a career in Smart Cities.,"['Smart Grid; Distribution Network Communication', 'MAT1024 Linear Algebra and Applications', 'Chemical Engineering Lab I& II']",0
I want to bated by Surface Chemistry & Material Functionalization and its potential to solve real-world problems.,"['Lithium-ion battery', 'Thermodynamics, Thermo-fluids & Heat Transfer', 'Surface Chemistry & Material Functionalization']",1
I want to work on projects related to Radiation effects on cells and tissues.,"['Solar Cell Materials', 'Engineering design', 'SDN']",0
I am eager tuild a career in Operations Research.,"['Ultrasound Indoor Localization', 'Advanced Energy Materials', 'Operations Research']",1
I am fascino collaborate on research in Sustainable technology.,"['Radiation Physics: Detection and removal of toxic metals in food and environmental samples', 'Movement Detection', 'Heat Transfer']",0
I want to work on projects related to Optical Fiber for sensing.,"['Climate Change', 'Hydrology & Hydraulic Engineering', 'Optical Fiber for sensing']",1
I am passionate about SDN and want to explore more in this field.,"['Bio-Based Nanomaterials', 'Data Science, Cloud Solutions, R for Data Science, Big Data', 'SDN']",1
I am looking to enhance my skills in Interactive arts / contents design.,"['Python Programming', 'Energy Optimization', 'Interactive arts / contents design']",1
I am interested in learning about Biochemical Processes and its applications.,"['Design of integrated biorefineries', 'Project Supervision - Individual, Group, Capstone, Research', 'Biochemical Processes']",1
I am eager tuild a career in Nanomaterial Sensors.,"['Virtual Reality', 'Energy & Fuel', 'Nanomaterial Sensors']",1
I am looking to enhance my skills in Programming for Data Science.,"['Energy Storage System; Battery Controller and Hybrid Electric Vehicle', 'Nanomaterial Sensors', 'Engineering Mathematics IV']",0
I want to bated by Sensors and Instrumentation and its potential to solve real-world problems.,"['Smart Grid; Distribution Network Communication', 'Medical Physics: Cyclotron production of medical radionuclides', 'Sensors and Instrumentation']",1
I want to gain hands-on experience in Structural dynamics.,"['Programming', 'Introduction to Medical Information System', 'Structural dynamics']",1
I am eager tuild a career in Embedded system applications.,"['Astrophysics', 'Digital Signal Processing, Information Theory & Network Coding', 'Embedded system applications']",1
I am excited to explore the latest advancements in Chemistry I.,"['Multimedia', 'Environmental issues such as air pollution and waste management', 'Internet-of-things applications']",0
